paper_id,title,assignment_scope,module_code,module_kind,sort_order,active_confirmed_core
ASD-0025,Cactus: Chemistry agent connecting tool usage to science,scientific_object_modules,03,formal_module,1,1
ASD-0026,Autonomous microscopy experiments through large language model agents,scientific_object_modules,04,formal_module,1,0
ASD-0026,Autonomous microscopy experiments through large language model agents,scientific_object_modules,09,formal_module,2,0
ASD-0027,Ai agents in chemical research: Gvim–an intelligent research assistant system,scientific_object_modules,03,formal_module,1,0
ASD-0028,Drugagent: Automating ai-aided drug discovery programming through llm multi-agent collaboration,scientific_object_modules,07,formal_module,1,1
ASD-0029,Chemhas: Hierarchical agent stacking for enhancing chemistry tools,scientific_object_modules,03,formal_module,1,1
ASD-0030,Rag-enhanced collaborative llm agents for drug discovery,scientific_object_modules,03,formal_module,1,1
ASD-0030,Rag-enhanced collaborative llm agents for drug discovery,scientific_object_modules,07,formal_module,2,1
ASD-0031,Llmatdesign: Autonomous materials discovery with large language models,scientific_object_modules,04,formal_module,1,1
ASD-0032,Codescientist: End-to-end semi-automated scientific discovery with code-based experimentation,scientific_object_modules,01,formal_module,1,1
ASD-0033,Omnicellagent: Towards ai co-scientists for scientific discovery in precision medicine,scientific_object_modules,06,formal_module,1,1
ASD-0034,Perturboagent: A self-planning agent for boosting sequential perturb-seq experiments,scientific_object_modules,06,formal_module,1,1
ASD-0035,Sciagents: automating scientific discovery through bioinspired multi-agent intelligent graph reasoning,scientific_object_modules,04,formal_module,1,1
ASD-0036,Organa: A robotic assistant for automated chemistry experimentation and characterization,scientific_object_modules,03,formal_module,1,1
ASD-0037,Autonomous mobile robots for exploratory synthetic chemistry,scientific_object_modules,03,formal_module,1,1
ASD-0038,An autonomous large language model agent for chemical literature data mining,scientific_object_modules,03,formal_module,1,1
ASD-0039,Acegen: Reinforcement learning of generative chemical agents for drug discovery,scientific_object_modules,03,formal_module,1,0
ASD-0041,Liddia: Language-based intelligent drug discovery agent,scientific_object_modules,07,formal_module,1,1
ASD-0044,Bridging literature and the universe via a multi-agent large language model system,scientific_object_modules,02,formal_module,1,1
ASD-0045,Honeycomb: A flexible llm-based agent system for materials science,scientific_object_modules,04,formal_module,1,1
ASD-0046,Topomas: Large language model driven topological materials multiagent system,scientific_object_modules,04,formal_module,1,1
ASD-0047,Foam-agent: Towards automated intelligent cfd workflows,scientific_object_modules,09,formal_module,1,1
ASD-0048,"Dolphin: Closed-loop open-ended auto-research through thinking, practice, and feedback",scientific_object_modules,01,formal_module,1,1
ASD-0049,Bioinformatics agent (bia): Unleashing the power of large language models to reshape bioinformatics workflow,scientific_object_modules,06,formal_module,1,1
ASD-0051,Geneagent: Self-verification language agent for gene set knowledge discovery using domain databases,scientific_object_modules,06,formal_module,1,1
ASD-0052,Optimizing collaboration of large language model based agents for autonomous finite element analysis,scientific_object_modules,09,formal_module,1,1
ASD-0054,The virtual lab: Ai agents design new sars-cov-2 nanobodies with experimental validation,scientific_object_modules,07,formal_module,1,1
ASD-0054,The virtual lab: Ai agents design new sars-cov-2 nanobodies with experimental validation,scientific_object_modules,06,formal_module,2,1
ASD-0055,Biomaster: Multi-agent system for automated bioinformatics analysis workflow,scientific_object_modules,06,formal_module,1,1
ASD-0056,"Delocalized, asynchronous, closed-loop discovery of organic laser emitters",scientific_object_modules,03,formal_module,1,1
ASD-0056,"Delocalized, asynchronous, closed-loop discovery of organic laser emitters",scientific_object_modules,04,formal_module,2,1
ASD-0057,"Autochemschematic ai: A closed-loop, physics-aware agentic framework for auto-generating chemical process and instrumentation diagrams",scientific_object_modules,09,formal_module,1,1
ASD-0058,Astroagents: A multi-agent ai for hypothesis generation from mass spectrometry data,scientific_object_modules,02,formal_module,1,1
ASD-0060,Piflow: Principle-aware scientific discovery with multi-agent collaboration,scientific_object_modules,03,formal_module,1,1
ASD-0060,Piflow: Principle-aware scientific discovery with multi-agent collaboration,scientific_object_modules,04,formal_module,2,1
ASD-0060,Piflow: Principle-aware scientific discovery with multi-agent collaboration,scientific_object_modules,07,formal_module,3,1
ASD-0061,xchemagents: Agentic ai for explainable quantum chemistry,scientific_object_modules,03,formal_module,1,1
ASD-0062,Empowering scientific workflows with federated agents,scientific_object_modules,01,formal_module,1,1
ASD-0062,Empowering scientific workflows with federated agents,scientific_object_modules,02,formal_module,2,1
ASD-0062,Empowering scientific workflows with federated agents,scientific_object_modules,04,formal_module,3,1
ASD-0063,Alphaevolve: A coding agent for scientific and algorithmic discovery,scientific_object_modules,01,formal_module,1,1
ASD-0064,Phenograph: A multi-agent framework for phenotype-driven discovery in spatial transcriptomics data augmented with knowledge graphs,scientific_object_modules,06,formal_module,1,1
ASD-0064,Phenograph: A multi-agent framework for phenotype-driven discovery in spatial transcriptomics data augmented with knowledge graphs,scientific_object_modules,07,formal_module,2,1
ASD-0065,Matpilot: an llm-enabled ai materials scientist under the framework of human-machine collaboration,scientific_object_modules,04,formal_module,1,1
ASD-0066,Llmsat: A large language model-based goal-oriented agent for autonomous space exploration,scientific_object_modules,10,formal_module,1,0
ASD-0068,An agentic framework for autonomous metamaterial modeling and inverse design,scientific_object_modules,04,formal_module,1,1
ASD-0069,The ai scientist: Towards fully automated open-ended scientific discovery,scientific_object_modules,01,formal_module,1,1
ASD-0069,The ai scientist: Towards fully automated open-ended scientific discovery,scientific_object_modules,11,formal_module,2,1
ASD-0070,Moose-chem3: Toward experiment-guided hypothesis ranking via simulated experimental feedback,scientific_object_modules,03,formal_module,1,1
ASD-0071,Toward a team of ai-made scientists for scientific discovery from gene expression data,scientific_object_modules,06,formal_module,1,1
ASD-0075,Prim: Principle-inspired material discovery through multi-agent collaboration,scientific_object_modules,04,formal_module,1,1
ASD-0076,Mt-mol: Multi agent system with tool-based reasoning for molecular optimization,scientific_object_modules,03,formal_module,1,1
ASD-0077,Stella: Self-evolving llm agent for biomedical research,scientific_object_modules,07,formal_module,1,1
ASD-0079,DrugAgent: Multi-Agent Large Language Model-Based Reasoning for Drug-Target Interaction Prediction,scientific_object_modules,07,formal_module,1,1
ASD-0080,System of agentic ai for the discovery of metal-organic frameworks,scientific_object_modules,04,formal_module,1,1
ASD-0081,Crispr-gpt: An llm agent for automated design of gene-editing experiments,scientific_object_modules,06,formal_module,1,0
ASD-0083,Robin: A multi-agent system for automating scientific discovery,scientific_object_modules,06,formal_module,1,0
ASD-0083,Robin: A multi-agent system for automating scientific discovery,scientific_object_modules,07,formal_module,2,0
ASD-0084,Automating alloy design and discovery with physics-aware multimodal multiagent ai,scientific_object_modules,04,formal_module,1,1
ASD-0085,Protagents: protein discovery via large language model multi-agent collaborations combining physics and machine learning,scientific_object_modules,04,formal_module,1,1
ASD-0085,Protagents: protein discovery via large language model multi-agent collaborations combining physics and machine learning,scientific_object_modules,06,formal_module,2,1
ASD-0086,Atomagents: Alloy design and discovery through physics-aware multi-modal multi-agent artificial intelligence,scientific_object_modules,04,formal_module,1,0
ASD-0087,Txagent: An ai agent for therapeutic reasoning across a universe of tools,scientific_object_modules,07,formal_module,1,0
ASD-0088,Empowering biomedical discovery with ai agents,scientific_object_modules,07,formal_module,1,0
ASD-0089,Researchcodeagent: An llm multi-agent system for automated codification of research methodologies,scientific_object_modules,01,formal_module,1,1
ASD-0090,Agents for self-driving laboratories applied to quantum computing,scientific_object_modules,02,formal_module,1,1
ASD-0091,Agentic mixture-of-workflows for multi-modal chemical search,scientific_object_modules,03,formal_module,1,1
ASD-0091,Agentic mixture-of-workflows for multi-modal chemical search,scientific_object_modules,04,formal_module,2,1
ASD-0092,Chemcrow: Augmenting large-language models with chemistry tools,scientific_object_modules,03,formal_module,1,0
ASD-0093,Augmenting large language models with chemistry tools,scientific_object_modules,03,formal_module,1,1
ASD-0093,Augmenting large language models with chemistry tools,scientific_object_modules,04,formal_module,2,1
ASD-0093,Augmenting large language models with chemistry tools,scientific_object_modules,07,formal_module,3,1
ASD-0094,Autonomous chemical research with large language models,scientific_object_modules,03,formal_module,1,1
ASD-0095,Multicrossmodal automated agent for integrating diverse materials science data,scientific_object_modules,04,formal_module,1,1
ASD-0096,dziner: Rational inverse design of materials with ai agents,scientific_object_modules,03,formal_module,1,1
ASD-0096,dziner: Rational inverse design of materials with ai agents,scientific_object_modules,04,formal_module,2,1
ASD-0096,dziner: Rational inverse design of materials with ai agents,scientific_object_modules,07,formal_module,3,1
ASD-0097,Cellvoyager: Ai compbio agent generates new insights by autonomously analyzing biological data,scientific_object_modules,06,formal_module,1,1
ASD-0100,Scireplicate-bench: Benchmarking llms in agent-driven algorithmic reproduction from research papers,scientific_object_modules,01,formal_module,1,1
ASD-0107,Tora: A tool-integrated reasoning agent for mathematical problem solving,scientific_object_modules,01,formal_module,1,0
ASD-0108,Tora: A tool-integrated reasoning agent for mathematical problem solving,scientific_object_modules,01,formal_module,1,0
ASD-0109,14 examples of how llms can transform materials science and chemistry: a reflection on a large language model hackathon,scientific_object_modules,03,formal_module,1,0
ASD-0110,A foundation model for atomistic materials chemistry,scientific_object_modules,03,formal_module,1,0
ASD-0112,CSSTep: Step-by-step exploration of the chemical space of drug molecules via multi-agent and multi-stage reinforcement learning,scientific_object_modules,03,formal_module,1,1
ASD-0113,PharmAgents: Building a virtual pharma with large language model agents,scientific_object_modules,07,formal_module,1,1
ASD-0113,PharmAgents: Building a virtual pharma with large language model agents,scientific_object_modules,03,formal_module,2,1
ASD-0114,Sparks: Multi-agent artificial intelligence model discovers protein design principles,scientific_object_modules,06,formal_module,1,1
ASD-0115,Towards an AI co-scientist,scientific_object_modules,06,formal_module,1,1
ASD-0115,Towards an AI co-scientist,scientific_object_modules,07,formal_module,2,1
ASD-0116,Electromagnetic metamaterial agent,scientific_object_modules,04,formal_module,1,1
ASD-0116,Electromagnetic metamaterial agent,scientific_object_modules,09,formal_module,2,1
ASD-0117,OSDA agent: Leveraging large language models for de novo design of organic structure directing agents,scientific_object_modules,03,formal_module,1,1
ASD-0117,OSDA agent: Leveraging large language models for de novo design of organic structure directing agents,scientific_object_modules,04,formal_module,2,1
ASD-0118,Biomni: A general-purpose biomedical AI agent,scientific_object_modules,06,formal_module,1,1
ASD-0118,Biomni: A general-purpose biomedical AI agent,scientific_object_modules,07,formal_module,2,1
ASD-0119,ChatMOF: An autonomous AI system for predicting and generating metal-organic frameworks,scientific_object_modules,04,formal_module,1,1
ASD-0120,AI agents for ground-based gamma astronomy,scientific_object_modules,02,formal_module,1,1
ASD-0121,Multi-agent system for cosmological parameter analysis,scientific_object_modules,02,formal_module,1,1
ASD-0122,Agent Hospital: A simulacrum of hospital with evolvable medical agents,scientific_object_modules,07,formal_module,1,0
ASD-0124,A large language model-empowered agent for reliable and robust structural analysis,scientific_object_modules,09,formal_module,1,1
ASD-0125,Physics-informed LLM-agent for automated modulation design in power electronics systems,scientific_object_modules,09,formal_module,1,1
ASD-0126,BioAgents: Democratizing bioinformatics analysis with multi-agent systems,scientific_object_modules,06,formal_module,1,1
ASD-0127,The AI Cosmologist I: An agentic system for automated data analysis,scientific_object_modules,02,formal_module,1,1
ASD-0128,"MechAgents: Large language model multi-agent collaborations can solve mechanics problems, generate new data, and integrate knowledge",scientific_object_modules,09,formal_module,1,1
ASD-0129,OpenFOAMGPT: a RAG-augmented LLM agent for OpenFOAM-based computational fluid dynamics,scientific_object_modules,09,formal_module,1,1
ASD-0132,Many heads are better than one: Improved scientific idea generation by a LLM-based multi-agent system,scientific_object_modules,11,formal_module,1,1
ASD-0133,Interpreting multi-band galaxy observations with large language model-based agents,scientific_object_modules,02,formal_module,1,1
ASD-0134,ChemAgent: Self-updating library in large language models improves chemical reasoning,scientific_object_modules,03,formal_module,1,1
ASD-0135,A multi-agent framework integrating large language models and generative AI for accelerated metamaterial design,scientific_object_modules,04,formal_module,1,1
ASD-0136,StarWhisper Telescope: An AI framework for automating end-to-end astronomical observations,scientific_object_modules,02,formal_module,1,1
ASD-0137,Accelerating primer design for amplicon sequencing using large language model-powered agents,scientific_object_modules,06,formal_module,1,1
ASD-0137,Accelerating primer design for amplicon sequencing using large language model-powered agents,scientific_object_modules,07,formal_module,2,1
ASD-0138,CellAgent: LLM-Driven Multi-Agent Framework for Natural Language-Based Single-Cell Analysis,scientific_object_modules,06,formal_module,1,1
ASD-0139,Advancing AI-scientist understanding: Making LLM think like a physicist with interpretable reasoning,scientific_object_modules,02,formal_module,1,1
ASD-0140,Large language models for automated open-domain scientific hypotheses discovery,scientific_object_modules,11,formal_module,1,1
ASD-0141,TransAgent: Dynamizing transcriptional regulation analysis via multi-omics-aware AI agent,scientific_object_modules,06,formal_module,1,1
ASD-0141,TransAgent: Dynamizing transcriptional regulation analysis via multi-omics-aware AI agent,scientific_object_modules,07,formal_module,2,1
ASD-0142,CompBioAgent: An LLM-powered agent for single-cell RNA-seq data exploration,scientific_object_modules,06,formal_module,1,0
ASD-0146,AIGS: Generating Science from AI-Powered Automated Falsification,scientific_object_modules,01,formal_module,1,1
ASD-0147,Nova: An iterative planning and search approach to enhance novelty and diversity of LLM-generated ideas,scientific_object_modules,01,formal_module,1,1
ASD-0149,A flexible and affordable self-driving laboratory for automated reaction optimization,scientific_object_modules,03,formal_module,1,1
ASD-0150,A dynamic knowledge graph approach to distributed self-driving laboratories,scientific_object_modules,03,formal_module,1,1
ASD-0151,Self-driving lab discovers principles for steering spontaneous emission beyond conventional Fourier optics,scientific_object_modules,02,formal_module,1,1
ASD-0151,Self-driving lab discovers principles for steering spontaneous emission beyond conventional Fourier optics,scientific_object_modules,04,formal_module,2,1
ASD-0152,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,scientific_object_modules,06,formal_module,1,1
ASD-0152,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,scientific_object_modules,07,formal_module,2,1
ASD-0153,Development and validation of an autonomous artificial intelligence agent for clinical decision-making in oncology,scientific_object_modules,07,formal_module,1,0
ASD-0154,Real-time experiment-theory closed-loop interaction for autonomous materials science,scientific_object_modules,04,formal_module,1,1
ASD-0155,"A multi-agentic framework for real-time, autonomous freeform metasurface design",scientific_object_modules,04,formal_module,1,1
ASD-0156,Bridging electron microscopy and materials analysis with an autonomous agentic platform,scientific_object_modules,04,formal_module,1,1
ASD-0158,A robotic platform for flow synthesis of organic compounds informed by AI planning,scientific_object_modules,03,formal_module,1,1
ASD-0159,Conversational health agents: A personalized llm-powered agent framework,scientific_object_modules,07,formal_module,1,0
ASD-0160,Accurate structure prediction of biomolecular interactions with alphafold 3,scientific_object_modules,06,formal_module,1,0
ASD-0161,Ai trustworthy challenges in drug discovery,scientific_object_modules,07,formal_module,1,0
ASD-0162,Llm as bt-planner: Leveraging llms for behavior tree generation in robot task planning,scientific_object_modules,09,formal_module,1,0
ASD-0163,Alphagenome: advancing regulatory variant effect prediction with a unified dna sequence model,scientific_object_modules,06,formal_module,1,0
ASD-0165,Molgpt: molecular generation using a transformer-decoder model,scientific_object_modules,03,formal_module,1,0
ASD-0166,On the ethical considerations of generative agents,scientific_object_modules,11,formal_module,1,0
ASD-0167,Investigating responsible ai for scientific research: an empirical study,scientific_object_modules,11,formal_module,1,0
ASD-0168,"Automatikz: Text-guided synthesis of scientific vector graphics with tikz, 2024",scientific_object_modules,01,formal_module,1,0
ASD-0169,Superintelligent agents pose catastrophic risks: Can scientist ai offer a safer path?,scientific_object_modules,11,formal_module,1,0
ASD-0170,"Superintelligent agents pose catastrophic risks: Can scientist ai offer a safer path?, 20252",scientific_object_modules,11,formal_module,1,0
ASD-0171,Grounding llms for robot task planning using closed-loop state feedback,scientific_object_modules,09,formal_module,1,0
ASD-0173,Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable Claims,scientific_object_modules,11,formal_module,1,0
ASD-0174,Unveiling phase transitions with machine learning,scientific_object_modules,02,formal_module,1,0
ASD-0175,Grounding large language models in interactive environments with online reinforcement learning,scientific_object_modules,01,formal_module,1,0
ASD-0179,Chemist-x: Large language model-empowered agent for reaction condition recommendation in chemical synthesis,scientific_object_modules,03,formal_module,1,1
ASD-0181,Llamp: Large language model made powerful for high-fidelity materials knowledge retrieval and distillation,scientific_object_modules,04,formal_module,1,0
ASD-0183,scgpt: toward building a foundation model for single-cell multi-omics using generative ai,scientific_object_modules,06,formal_module,1,0
ASD-0185,Nucleotide transformer: building and evaluating robust foundation models for human genomics,scientific_object_modules,06,formal_module,1,0
ASD-0186,MARG: Multi-Agent Review Generation for Scientific Papers,scientific_object_modules,11,formal_module,1,1
ASD-0188,Can we trust ai agents? an experimental study towards trustworthy llm-based multi-agent systems for ai ethics,scientific_object_modules,11,formal_module,1,0
ASD-0189,Automating exploratory proteomics research via language models,scientific_object_modules,06,formal_module,1,1
ASD-0190,Fine-tuning a large language model for automating computational fluid dynamics simulations,scientific_object_modules,09,formal_module,1,0
ASD-0194,"Openfoamgpt 2.0: end-to-end, trustworthy automation for computational fluid dynamics",scientific_object_modules,09,formal_module,1,0
ASD-0195,Dockingga: enhancing targeted molecule generation using transformer neural network and genetic algorithm with docking simulation,scientific_object_modules,03,formal_module,1,0
ASD-0197,Deep multimodal networks for m-type star classification with paired spectrum and photometric image,scientific_object_modules,02,formal_module,1,0
ASD-0198,"Science hierarchography: Hierarchical organization of science literature, 20253",scientific_object_modules,11,formal_module,1,0
ASD-0200,Rapid and automated alloy design with graph neural network-powered llm-driven multi-agent systems,scientific_object_modules,04,formal_module,1,0
ASD-0201,Sciagents: Automating scientific discovery through multi-agent intelligent graph reasoning,scientific_object_modules,04,formal_module,1,0
ASD-0203,Critic: Large language models can self-correct with tool-interactive critiquing,scientific_object_modules,01,formal_module,1,0
ASD-0204,Unsupervised identification of topological phase transitions using predictive models,scientific_object_modules,02,formal_module,1,0
ASD-0205,Deepseek-r1: Incentivizing reasoning capability in llms via reinforcement learning,scientific_object_modules,01,formal_module,1,0
ASD-0206,Can large language models play games? a case study of a self-play approach,scientific_object_modules,01,formal_module,1,0
ASD-0210,Large-scale foundation model on single-cell transcriptomics,scientific_object_modules,06,formal_module,1,0
ASD-0211,Simulating 500 million years of evolution with a language model,scientific_object_modules,06,formal_module,1,0
ASD-0212,"Control risk for potential misuse of artificial intelligence in science, 2023",scientific_object_modules,11,formal_module,1,0
ASD-0213,LEGO: A multi-agent collaborative framework with role-playing and iterative feedback for causality explanation generation,scientific_object_modules,01,formal_module,1,0
ASD-0215,Molecular design in synthetically accessible chemical space via deep reinforcement learning,scientific_object_modules,03,formal_module,1,0
ASD-0217,Aitomia: Your intelligent assistant for ai-driven atomistic and quantum chemical simulations,scientific_object_modules,03,formal_module,1,0
ASD-0219,An overview of artificial intelligence ethics,scientific_object_modules,11,formal_module,1,0
ASD-0221,Adaptive iterative feedback prompting for obstacle-aware path planning via llms,scientific_object_modules,09,formal_module,1,0
ASD-0222,Improving physics reasoning in large language models using mixture of refinement agents,scientific_object_modules,02,formal_module,1,0
ASD-0227,Highly accurate protein structure prediction with alphafold,scientific_object_modules,06,formal_module,1,0
ASD-0228,Massnet: billion-scale ai-friendly mass spectral corpus enables robust de novo peptide sequencing,scientific_object_modules,06,formal_module,1,0
ASD-0232,Mdagents: An adaptive collaboration of llms for medical decision-making,scientific_object_modules,07,formal_module,1,0
ASD-0235,"Local climate services for all, courtesy of large language models",scientific_object_modules,05,formal_module,1,0
ASD-0237,"Ds-1000: A natural and reliable benchmark for data science code generation, 2022",scientific_object_modules,01,formal_module,1,0
ASD-0238,A survey on enhancing reinforcement learning in complex environments: Insights from human and llm feedback,scientific_object_modules,01,formal_module,1,0
ASD-0239,Retrieval-augmented generation for knowledge-intensive nlp tasks,scientific_object_modules,01,formal_module,1,0
ASD-0240,Metal: A multi-agent framework for chart generation with test-time scaling,scientific_object_modules,01,formal_module,1,0
ASD-0243,"Agent alignment in evolving social norms, 20242",scientific_object_modules,11,formal_module,1,0
ASD-0248,Current and emerging deep-learning methods for the simulation of fluid dynamics,scientific_object_modules,09,formal_module,1,0
ASD-0254,From intention to implementation: automating biomedical research via llms,scientific_object_modules,06,formal_module,1,1
ASD-0254,From intention to implementation: automating biomedical research via llms,scientific_object_modules,07,formal_module,2,1
ASD-0256,Llm-mars: Large language model for behavior tree generation and nlp-enhanced dialogue in multi-agent robot systems,scientific_object_modules,09,formal_module,1,0
ASD-0262,A survey of context engineering for large language models,scientific_object_modules,01,formal_module,1,0
ASD-0264,Sequence modeling and design from molecular to genome scale with evo,scientific_object_modules,06,formal_module,1,0
ASD-0265,Astrollama: Towards specialized foundation models in astronomy,scientific_object_modules,02,formal_module,1,0
ASD-0266,"Claimcheck: How grounded are llm critiques of scientific papers?, 2025",scientific_object_modules,11,formal_module,1,0
ASD-0268,Quantum many-body physics calculations with large language models,scientific_object_modules,02,formal_module,1,0
ASD-0270,"Science in the era of chatgpt, large language models and generative ai",scientific_object_modules,11,formal_module,1,0
ASD-0275,Universal biological sequence reranking for improved de novo peptide sequencing,scientific_object_modules,06,formal_module,1,0
ASD-0276,Automating exploratory multiomics research via language models,scientific_object_modules,06,formal_module,1,1
ASD-0276,Automating exploratory multiomics research via language models,scientific_object_modules,07,formal_module,2,1
ASD-0278,Msa transformer,scientific_object_modules,06,formal_module,1,0
ASD-0280,An automatic end-to-end chemical synthesis development platform powered by large language models,scientific_object_modules,03,formal_module,1,1
ASD-0281,Accelerated end-to-end chemical synthesis development with large language models,scientific_object_modules,03,formal_module,1,0
ASD-0287,Can llms generate novel research ideas? a large-scale human study with 100+ nlp researchers,scientific_object_modules,11,formal_module,1,0
ASD-0288,A multi-agent-driven robotic ai chemist enabling autonomous chemical research on demand,scientific_object_modules,03,formal_module,1,0
ASD-0290,ChemReasoner: Heuristic search over a large language model's knowledge space using quantum-chemical feedback,scientific_object_modules,03,formal_module,1,1
ASD-0294,Redefining Work in the Age of AI: Challenges and Pathways to Opportunities,scientific_object_modules,11,formal_module,1,0
ASD-0295,Chemmllm: Chemical multimodal large language model,scientific_object_modules,03,formal_module,1,0
ASD-0296,MedAgents: Large language models as collaborators for zero-shot medical reasoning,scientific_object_modules,07,formal_module,1,0
ASD-0299,Climategpt: Towards ai synthesizing interdisciplinary research on climate change,scientific_object_modules,05,formal_module,1,0
ASD-0300,Mujoco: A physics engine for model-based control,scientific_object_modules,09,formal_module,1,0
ASD-0305,Grovergpt: A large language model with 8 billion parameters for quantum searching,scientific_object_modules,02,formal_module,1,0
ASD-0309,A survey of llm-based agents in medicine: How far are we from baymax?,scientific_object_modules,07,formal_module,1,0
ASD-0314,Identification of blue horizontal branch stars with multimodal fusion,scientific_object_modules,02,formal_module,1,0
ASD-0316,Deep learning in proteomics,scientific_object_modules,06,formal_module,1,0
ASD-0324,"Advancing ai-scientist understanding: Making llm think like a physicist with interpretable reasoning, 20252",scientific_object_modules,02,formal_module,1,0
ASD-0325,What if llms have different world views: Simulating alien civilizations with llm-based agents,scientific_object_modules,11,formal_module,1,0
ASD-0326,Periodic graph transformers for crystal material property prediction,scientific_object_modules,04,formal_module,1,0
ASD-0327,Complete and efficient graph transformers for crystal material property prediction,scientific_object_modules,04,formal_module,1,0
ASD-0328,"Mattersim: A deep learning atomistic model across elements, temperatures and pressures",scientific_object_modules,04,formal_module,1,0
ASD-0329,Poisoning medical knowledge using large language models,scientific_object_modules,07,formal_module,1,0
ASD-0332,Alphafold2 and its applications in the fields of biology and medicine,scientific_object_modules,06,formal_module,1,0
ASD-0333,MOOSE-Chem: Large language models for rediscovering unseen chemistry scientific hypotheses,scientific_object_modules,03,formal_module,1,1
ASD-0335,Studying and improving reasoning in humans and machines,scientific_object_modules,11,formal_module,1,0
ASD-0340,"Text2chart31: Instruction tuning for chart generation with automatic feedback, 2025",scientific_object_modules,01,formal_module,1,0
ASD-0342,The good and the bad: Exploring privacy issues in retrieval-augmented generation (rag),scientific_object_modules,01,formal_module,1,0
ASD-0343,A generative model for inorganic materials design,scientific_object_modules,04,formal_module,1,0
ASD-0346,Chemllm: A chemical large language model,scientific_object_modules,03,formal_module,1,0
ASD-0347,"The evolving role of large language models in scientific innovation: Evaluator, collaborator, and scientist",scientific_object_modules,11,formal_module,1,0
