paper_id	title	note_path	primary_module_for_filing	classification_anchor	object_coverage_mode	general_method_bucket	note_status	source_limited	pdf_exists	citation_priority	queue_reasons	priority_score
ASD-0054	The virtual lab: Ai agents design new sars-cov-2 nanobodies with experimental validation	Notes/07_Medical_and_Health_Sciences/Swanson_2025_Virtual_Lab_Nanobodies.md	07	07;06	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0115	Towards an AI co-scientist	Notes/07_Medical_and_Health_Sciences/Gottweis_2025_Co_Scientist.md	07	06;07	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0118	Biomni: A general-purpose biomedical AI agent	Notes/07_Medical_and_Health_Sciences/Huang_2025_Biomni.md	07	06;07	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0540	A multi-agent system for automating scientific discovery	Notes/07_Medical_and_Health_Sciences/Ghareeb_2025_Robin.md	07	06;07	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0564	An agentic framework for autonomous scientific discovery in cancer pathology	Notes/07_Medical_and_Health_Sciences/Trost_2026_SPARK_Cancer_Pathology.md	07	07;06	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0510	A conversational multi-agent AI system for automated plant phenotyping	Notes/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Chen_2026_PhenoAssistant.md	08	06;08	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0511	Operating advanced scientific instruments with AI agents that learn on the job	Notes/09_Engineering_and_Industrial_Technology_Sciences/Vriza_2026_AI_Agents_Scientific_Instruments.md	09	04;09	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0691	OASIS: Onboard Autonomous Science Investigation System for Opportunistic Rover Science	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Castano_2007_OASIS_Rover_Science.md	10	05;10	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0693	Enabling Onboard Detection of Events of Scientific Interest for the Europa Clipper Spacecraft	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Wagstaff_2019_Europa_Clipper_Onboard_Detection.md	10	05;10	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0696	AEGIS Automated Science Targeting for the MER Opportunity Rover	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Estlin_2012_AEGIS_Opportunity_Rover.md	10	05;10	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0697	AEGIS autonomous targeting for ChemCam on Mars Science Laboratory: Deployment and results of initial science team use	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Francis_2017_AEGIS_ChemCam_MSL.md	10	05;10	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0703	Autonomous Science Agents and Sensor Webs: EO-1 and Beyond	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Sherwood_2006_EO1_Autonomous_Science_Agents.md	10	05;10	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0710	AEGIS Autonomous Targeting for the SuperCam Instrument on the Mars 2020 Perseverance Rover	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Francis_2024_AEGIS_SuperCam.md	10	05;10	multi_module	none	updated	no	yes	core	multi_module_note_wording_check	45
ASD-0844	Science Earth: Towards A Planet-Scale Operating System for AI-Native Scientific Discovery	Notes/01_Formal_Information_and_Computational_Sciences/Unknown_2026_Science_Earth.md	01	01;06	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0845	SciDER: Scientific Data-centric End-to-end Researcher	Notes/01_Formal_Information_and_Computational_Sciences/Unknown_2026_SciDER.md	01	01;02;11	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0850	OR-Agent: Bridging Evolutionary Search and Structured Research for Automated Algorithm Discovery	Notes/01_Formal_Information_and_Computational_Sciences/Unknown_2026_OR_Agent.md	01	01;10	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
