paper_id	title	note_path	current_master_doi_or_url	current_master_remarks_lead
ASD-0570	Knowledge-driven autonomous materials research via collaborative multi-agent and robotic system	Notes/04_Materials_Science/Shi_2026_Knowledge_Driven_Autonomous_Materials_Research.md	https://doi.org/10.1016/j.matt.2025.102577	Current first-hand evidence supports a stable single-module 04 materials-object reading.
ASD-0571	CRYSTAL: a multi-agent AI system for automated mapping of materials' crystal structures	Notes/04_Materials_Science/Gomes_2019_CRYSTAL_Crystal_Structure_Mapping.md	https://doi.org/10.1557/mrc.2019.50	Author PDF plus metadata previously supported concrete materials phase-mapping in module 04.
ASD-0614	Modular, Multi-Robot Integration of Laboratories: An Autonomous Solid-State Workflow for Powder X-Ray Diffraction	Notes/04_Materials_Science/Lunt_2023_Autonomous_SolidState_PXRD_Workflow.md	https://doi.org/10.48550/arXiv.2309.00544	Stable object is solid-state materials characterization in module 04.
ASD-0635	TianJi: An autonomous AI meteorologist for discovering physical mechanisms in atmospheric science	Notes/05_Earth_and_Environmental_Sciences/Zhang_2026_TianJi_Autonomous_Meteorologist.md	https://arxiv.org/abs/2603.27738	Stable object is atmospheric-mechanism discovery rather than a domain-general scientific-agent platform.
ASD-0651	AI Driven Discovery of Bio Ecological Mediation in Cascading Heatwave Risks	Notes/05_Earth_and_Environmental_Sciences/Wang_2025_Heatwave_Discovery_Agent.md	https://arxiv.org/abs/2509.25112	Landed 05;11 reading is already supported from arXiv abstract plus HTML / PDF evidence, with 05 primary.
ASD-0725	TianJi-Environ: An Autonomous AI Scientist for Atmospheric Environmental Research	Notes/05_Earth_and_Environmental_Sciences/Zhang_2026_TianJi_Environ_Atmospheric_Research.md	https://arxiv.org/abs/2606.07697	Current first-hand evidence keeps this in module 05 for atmospheric-environment mechanism validation.
ASD-0728	CellForge: Agentic Design of Virtual Cell Models	Notes/06_Life_Sciences/Tang_2025_CellForge_Virtual_Cell_Models.md	https://arxiv.org/abs/2508.02276	Current first-hand evidence keeps this in module 06 for virtual-cell / single-cell biology object coverage.
ASD-0729	Self-evolving AI agents for protein discovery and directed evolution	Notes/06_Life_Sciences/Tan_2026_Protein_Discovery_Directed_Evolution.md	https://arxiv.org/abs/2603.27303	Current first-hand evidence keeps this in module 06 for protein discovery and directed-evolution object coverage.
ASD-0731	Self-Driving Datasets: From 20 Million Papers to Nuanced Biomedical Knowledge at Scale	Notes/06_Life_Sciences/Jones_2026_Self_Driving_Datasets.md	https://arxiv.org/abs/2605.07022	Current first-hand evidence supports scientific_object_modules=03;06;07 with primary_module_for_filing=06 and source_limited=no.
ASD-0526	Constitutive scientific generative agent (CSGA): Leveraging large language models for automated constitutive model discovery	Notes/09_Engineering_and_Industrial_Technology_Sciences/Tacke_2025_CSGA_Constitutive_Model_Discovery.md	https://doi.org/10.1007/s44379-025-00022-2	Engineering/mechanics constitutive-model discovery object remains stable in module 09.
ASD-0747	VFEAgent: A Multimodal Agent Framework for End-to-End Automated Finite Element Analysis	Notes/09_Engineering_and_Industrial_Technology_Sciences/Zhang_2026_VFEAgent_Finite_Element_Analysis.md	https://arxiv.org/abs/2605.28978	End object is concrete finite-element analysis rather than 01.04.
ASD-0749	Self-Refining Topology Optimization via an LLM-Based Multi-Agent Framework	Notes/09_Engineering_and_Industrial_Technology_Sciences/Park_2026_TopOptAgents.md	https://arxiv.org/abs/2605.23273	Topology optimization targets engineering design layouts rather than materials discovery.
ASD-0753	A Lightweight Large Language Model-Based Multi-Agent System for 2D Frame Structural Analysis	Notes/09_Engineering_and_Industrial_Technology_Sciences/Geng_2025_MultiAgent_2D_Frame_Analysis.md	https://arxiv.org/abs/2510.05414	Workflow is tightly bound to 2D frame structural analysis in module 09.
ASD-0754	Automating Structural Engineering Workflows with Large Language Model Agents	Notes/09_Engineering_and_Industrial_Technology_Sciences/Liang_2025_MASSE_Structural_Engineering.md	https://arxiv.org/abs/2510.11004	Explicit multi-agent structural-engineering system remains stable in module 09.
ASD-0647	Autonomous Small Body Science Operations Using Reinforcement Learning	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Herrmann_2022_Autonomous_Small_Body_Science_Operations.md	https://doi.org/10.2514/1.I011376	Direct object is small-body mission-science operations, not asteroid science itself.
ASD-0648	Reinforcement Learning For Earth-Observing Satellite Autonomy With Event-Based Task Intervals	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Stephenson_2024_Earth_Observing_Satellite_Autonomy.md	https://hanspeterschaub.info/Papers/Stephenson2024a.pdf	Remaining concern is core-strength risk greater than class risk; 10 remains stable.
ASD-0625	ReviewAgents: Bridging the Gap Between Human and AI-Generated Paper Reviews	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Gao_2025_ReviewAgents.md	https://arxiv.org/abs/2503.08506	Independent reviewer kept the record stably in 11.07 rather than relaxing it into 01.04.
ASD-0626	From Passive Generation to Investigation: A Proactive Scientific Peer Review Agent	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Fang_2026_ProReviewer.md	https://arxiv.org/abs/2606.13349	Independent reviewer reconfirmed stable 11.07 placement.
ASD-0629	CiteME: Can Language Models Accurately Cite Scientific Claims?	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Press_2024_CiteME.md	https://openreview.net/forum?id=S9Qrrxpy6z	Independent reviewer reconfirmed this is a scientific-claim attribution / verification object in 11.07.
ASD-0636	EGTR-Review: Efficient Evidence-Grounded Scientific Peer Review	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_EGTR_Review.md	https://arxiv.org/abs/2606.06025	Multi-agent peer-review-generation paper remains a class-11.07 core record.
