paper_id	title	note_path	current_master_doi_or_url	current_master_remarks_lead
ASD-0775	Owl-AuraID 1.0: An Intelligent System for Autonomous Scientific Instrumentation and Scientific Data Analysis	Notes/09_Engineering_and_Industrial_Technology_Sciences/Deng_2026_Owl_AuraID_Instrumentation.md	https://arxiv.org/abs/2603.29828	Source trail: scientific instrumentation sibling expansion 2026-06-18; Owl-AuraID is a GUI-native embodied agent system that operates precision instruments and connects physical handling with scientific interpretation across end-to-end workflows, making it a strong non-structural class-09 core record. NoteLanded2026-06-20: keep `09.01`; the platform-like framing does not outweigh the concrete scientific-instrumentation object.
ASD-0652	ResearchTown: Simulator of Human Research Community	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Yu_2024_ResearchTown.md	https://arxiv.org/abs/2412.17767	Source trail: Shanghai AI Lab / Nature-family cross-validated metascience pressure-test expansion 2026-06-17; ResearchTown is a multi-agent framework for simulating research communities, explicitly modeling paper reading, paper writing, review writing, and interdisciplinary idea generation on an agent-data graph, so its object is scientific knowledge production itself. NoteLanded2026-06-19: formal ASD note added; keep `11.07` because the paper directly models research communities and scientific knowledge production itself.
ASD-0655	TreeReview: A Dynamic Tree of Questions Framework for Deep and Efficient LLM-based Scientific Peer Review	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Chang_2025_TreeReview.md	https://arxiv.org/abs/2506.07642	Source trail: Nature-family scholarly-workflow expansion 2026-06-17; TreeReview models scientific review as a recursively decomposed question tree with dynamic follow-up question generation and answer aggregation, making it a direct `11.07` peer-review Agent case. NoteLanded2026-06-19: formal ASD note added; keep `11.07` because the benchmark, method, and evaluation all center on scientific peer review itself.
ASD-0701	Automating Computational Reproducibility in Social Science: Comparing Prompt-Based and Agent-Based Approaches	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Shah_2026_Automating_Computational_Reproducibility.md	https://arxiv.org/abs/2602.08561	Source trail: social-science reproducibility branch expansion 2026-06-18. NoteLanded2026-06-19: formal note keeps `11.07`; the stable object is social-science computational reproducibility and post-publication verification rather than a domain-general research-agent workflow.
ASD-0766	ReviewGrounder: Improving Review Substantiveness with Rubric-Guided, Tool-Integrated Agents	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_ReviewGrounder.md	https://arxiv.org/abs/2604.14261	Source trail: class-11 peer-review sibling expansion 2026-06-19; ReviewGrounder builds an explicit multi-agent reviewer pipeline with rubric grounding and evidence consolidation over scientific-review tasks. NoteLanded2026-06-18: formal ASD note added. Batch22Partial1Reaudit2026-06-22: arXiv abstract recheck refreshed author metadata and kept the object anchored in scientific peer review / `11.07` rather than `01.04`; no local archived PDF confirmed.
ASD-0768	When Reviews Disagree: Fine-Grained Contradiction Analysis in Scientific Peer Reviews	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_When_Reviews_Disagree.md	https://arxiv.org/abs/2605.10171	Source trail: class-11 peer-review sibling expansion 2026-06-19; IMPACT is a structured multi-agent framework for contradiction evidence extraction and adjudication in scientific peer reviews, making scientific knowledge production itself the object. NoteLanded2026-06-18: formal ASD note added. Batch22Partial1Reaudit2026-06-22: arXiv abstract recheck refreshed author metadata and kept the object anchored in scientific peer review disagreement / `11.07` rather than `01.04`; no local archived PDF confirmed.
ASD-0035	Sciagents: automating scientific discovery through bioinspired multi-agent intelligent graph reasoning	Notes/04_Materials_Science/Ghafarollahi_2025_SciAgents.md	https://doi.org/10.1002/adma.202413523	Source trail: Shanghai AI Lab seed survey[ref 72]. RelaxedRound2P1D2026-06-21: scientific_object_modules=04; object_coverage_mode=single_module; primary_module_for_filing=04; general_method_bucket=none; first_hand_sources_checked=arXiv abstract `2409.05556` + canonical DOI landing for `10.1002/adma.202413523`; evidence=the paper is explicitly applied to biologically inspired materials and reports material discoveries, design principles, and material properties; collagen, amyloid, and related biological motifs function as biomaterial ingredients or inspiration inside materials hypotheses rather than independent life-science experiments, so additional `06` coverage is not accepted. Batch01Reaudit2026-06-21: local PDF archive confirmed.
ASD-0525	TeLLAgent: a dual-agent framework for reliable scientific discovery with tool-enhanced LLMs	Notes/01_Formal_Information_and_Computational_Sciences/Sun_2026_TeLLAgent.md	https://doi.org/10.1039/d5sc09883a	Source trail: 2026 chemistry-agent update layer. Batch2NoteRound2026-06-19: reclassified from `03.04` to `01.04` because the stable object is a dual-agent scientific-discovery framework whose chemistry/materials demos do not outweigh its domain-general workflow contribution. RelaxedMultiModule2026-06-20: under object-coverage rule, record `scientific_object_modules=03;04`, `primary_module_for_filing=04`, `general_method_bucket=none`; legacy filing fields left pending schema migration. Batch16Partial2Reaudit2026-06-23: RSC full abstract rechecked; no local PDF archived this round; landed `03;04` closeout with primary filing `04` supersedes the stale independent `01.04`-only authority.
ASD-0680	Agentic Fusion of Large Atomic and Language Models to Accelerate Superconductor Discovery	Notes/04_Materials_Science/Liu_2026_ElementsClaw_Superconductors.md	https://arxiv.org/abs/2604.23758	Source trail: Shanghai AI Lab superconducting-materials sibling expansion 2026-06-18; ElementsClaw fuses large atomic and language models for autonomous superconductor target selection and delivers experimentally synthesized validation on four new superconductors. NoteLanded2026-06-19: formal note keeps `04.04`; the stable object is superconductor materials discovery rather than general physical-law reasoning. Batch20Partial1Reaudit2026-06-22: arXiv abstract rechecked; canonical author metadata corrected from the current arXiv abstract page; note refreshed with no local archived PDF confirmed; keep `04.04` because screening plus experimental verification of novel superconductors supports materials discovery.
ASD-0681	Agentic LLM Reasoning in a Self-Driving Laboratory for Air-Sensitive Lithium Halide Spinel Conductors	Notes/04_Materials_Science/Fei_2026_Agentic_LLM_Reasoning_A_Lab.md	https://arxiv.org/abs/2604.11957	Source trail: Shanghai AI Lab self-driving-lab materials sibling expansion 2026-06-18; the agentic reasoning framework couples A-Lab GPSS with abductive and inductive reasoning to perform autonomous experiment design for air-sensitive ionic-conductor discovery. NoteLanded2026-06-19: formal note keeps `04.04`; strong real synthesis evidence lowers class risk and leaves mainly fuller-method-detail followup.
ASD-0683	PeroMAS: A Multi-agent System of Perovskite Material Discovery	Notes/04_Materials_Science/Wang_2026_PeroMAS.md	https://arxiv.org/abs/2602.13312	Source trail: Shanghai AI Lab perovskite/materials sibling expansion 2026-06-18; PeroMAS covers literature retrieval, data extraction, property prediction, mechanism analysis, and real synthesis verification inside a multi-agent perovskite material-discovery workflow. NoteLanded2026-06-19: formal note keeps `04.04`; real synthesis validation reinforces the concrete materials-object reading.
ASD-0649	CMIP-Forge: An Agentic System that Retrieves, Computes, and Self-Reviews Climate Science	Notes/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_CMIP_Forge.md	https://arxiv.org/abs/2606.17076	Source trail: Nature-family climate-science branch pressure-test expansion 2026-06-17; arXiv abstract presents a climate-science agentic pipeline that retrieves literature, executes Python workflows over live CMIP/ESGF data, and uses independent reviewer models for end-to-end methodological auditing. NoteLanded2026-06-19: formal ASD note added; keep `05.02` because the stable object is CMIP / ESGF climate-science analysis rather than a domain-general research-agent substrate.
ASD-0650	OpenEarth-Agent: From Tool Calling to Tool Creation for Open-Environment Earth Observation	Notes/05_Earth_and_Environmental_Sciences/Zhao_2026_OpenEarth_Agent.md	https://arxiv.org/abs/2603.22148	Source trail: Shanghai AI Lab / Nature-family cross-validated earth-observation pressure-test expansion 2026-06-17; OpenEarth-Agent uses adaptive workflow planning and on-the-fly tool creation to execute full-pipeline Earth observation tasks across multiple open-environment application domains, making it a strong `05` core case rather than a pure infrastructure benchmark. NoteLanded2026-06-19: formal ASD note added. Batch24Partial1Reaudit2026-06-23: arXiv abstract plus PDF text spot-check rechecked; note synced and landed `scientific_object_modules=05;08;11`, `object_coverage_mode=multi_module`, `primary_module_for_filing=05`, `general_method_bucket=none`; Earth-observation tasks remain primary, while agriculture/environment application cases and human/social-system analysis tasks add independent `08` and `11` coverage.
ASD-0034	Perturboagent: A self-planning agent for boosting sequential perturb-seq experiments	Notes/06_Life_Sciences/Hao_2025_PerTurboAgent.md	https://proceedings.mlr.press/v311/hao25b.html	Source trail: Shanghai AI Lab seed survey[ref 88]; metadata upgraded 2026-06-17: final proceedings version titled `PerTurboAgent: An LLM-based Agent for Designing Iterative Perturb-Seq Experiments`; original preprint DOI https://doi.org/10.1101/2025.05.25.656020. Batch01Reaudit2026-06-21: raw PMLR PDF successfully archived and first pages checked; keep `scientific_object_modules=06`, `object_coverage_mode=single_module`, `primary_module_for_filing=06`, `general_method_bucket=none`; current first-hand evidence supports functional-genomics / perturbation-biology `06` and does not justify adding `07`.
ASD-0678	Latent-Y: A Lab-Validated Autonomous Agent for De Novo Drug Design	Notes/07_Medical_and_Health_Sciences/Schmon_2026_Latent_Y.md	https://arxiv.org/abs/2603.29727	Source trail: Shanghai AI Lab therapeutic-design sibling expansion 2026-06-18; Latent-Y executes an end-to-end biologics design campaign from literature review and target analysis to candidate design, computational validation, and lab-confirmed binders. NoteLanded2026-06-19: formal note keeps `07.04`; therapeutic biologics design and wet-lab validation outweigh biomolecule / q-bio venue framing.
ASD-0716	Bio AI Agent: A Multi-Agent Artificial Intelligence System for Autonomous CAR-T Cell Therapy Development with Integrated Target Discovery, Toxicity Prediction, and Rational Molecular Design	Notes/07_Medical_and_Health_Sciences/Ni_2025_Bio_AI_Agent_CAR_T.md	https://arxiv.org/abs/2511.08649	Source trail: biomedical / therapeutic-development sibling expansion 2026-06-18; Bio AI Agent coordinates specialized agents for target discovery, toxicity prediction, CAR design, patent intelligence, and clinical translation in an autonomous CAR-T therapy development workflow. NoteLanded2026-06-19: formal note keeps `07.04`; the stable object is therapeutic development and translation rather than `06.03` life-science mechanism discovery or `01.04` general scientific-agent infrastructure. Batch25Partial1Reaudit2026-06-23: closed; current first-hand evidence keeps this in module 07 for autonomous CAR-T therapeutic-development workflow coverage.
ASD-0510	A conversational multi-agent AI system for automated plant phenotyping	Notes/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Chen_2026_PhenoAssistant.md	https://doi.org/10.1038/s41467-026-71090-y	Source trail: High-impact follow-up queue 2026-06-16; agriculture/plant-phenotyping multi-agent paper. NoteLanded2026-06-18: formal ASD note added. RelaxedMultiModule2026-06-20: record `scientific_object_modules=06;08`, `primary_module_for_filing=08`, `general_method_bucket=none`; Arabidopsis, potato, and winter wheat phenotyping support both plant biology and agriculture modules. Batch15Partial1Reaudit2026-06-22: note rewritten from first-hand Nature Communications article-page evidence to align with the existing relaxed multi-module overlay; no local PDF archived this round.
ASD-0645	The Autonomous Sciencecraft Experiment Onboard the EO-1 Spacecraft	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Tran_2004_Autonomous_Sciencecraft_EO1.md	https://cdn.aaai.org/AAAI/2004/AAAI04-168.pdf	Source trail: Shanghai AI Lab survey / Nature-Space cross-validated pressure-test expansion 2026-06-17; EO-1 ASE integrates onboard science analysis, mission planning, robust execution, dynamic event tracking, and replanning for Earth-observation science operations, making it a foundational mission-science Agent anchor rather than generic spacecraft control. NoteLanded2026-06-19: formal ASD note added from AAAI / JPL primary-source evidence; keep `10.02` because the stable object is spacecraft mission-science autonomy rather than Earth-process science itself. Batch19Partial1Reaudit2026-06-22: AAAI 2004 full paper rechecked; note refreshed and `10.02` kept because the stable object is EO-1 mission-science autonomy rather than Earth-process science.
ASD-0524	AgenticSciML: collaborative multi-agent systems for emergent discovery in scientific machine learning	Notes/01_Formal_Information_and_Computational_Sciences/Jiang_2026_AgenticSciML.md	https://doi.org/10.1038/s44387-026-00102-5	Source trail: Nature-family / npj AI frontier pass 2026-06-17; general scientific-ML discovery system without a single concrete science object. NoteLanded2026-06-18: formal ASD note added. Batch16Partial2Reaudit2026-06-23: npj Artificial Intelligence DOI abstract rechecked; current first-hand evidence supports `scientific_object_modules=01`, `object_coverage_mode=single_module`, `primary_module_for_filing=01`, `general_method_bucket=none`; independent `01.04` only treatment is no longer supported.
ASD-0736	AI-Researcher: Autonomous Scientific Innovation	Notes/01_Formal_Information_and_Computational_Sciences/Wang_2025_AI_Researcher.md	https://openreview.net/forum?id=4TdmQaGzxk	Source trail: Shanghai AI Lab general research-agent sibling expansion 2026-06-19; AI-Researcher is an autonomous research system that retrieves literature, proposes ideas, implements experiments, and iterates through reviewer-style evaluation, making it a strong general scientific-agent system distinct from the currently listed AI-Scientist family records. NoteLanded2026-06-18: formal ASD note added. RelaxedMultiModule2026-06-20: corrected under object-coverage rule to `scientific_object_modules=01`, `primary_module_for_filing=01`, `general_method_bucket=none`; Scientist-Bench / AI research-domain experiments make this a concrete formal-computational research-object record rather than independent `01.04`. Batch25Partial1Reaudit2026-06-23: closed; stale independent 01.04 wording retired in note closeout, and current first-hand evidence keeps the record in module 01.
